Date,IndexETF,SupportiveETF,J-REIT,LendingETF
2019-11-24,,,,
2019-11-25,,12.0,,
2019-11-26,,12.0,,
2019-11-27,,12.0,,
2019-11-28,,12.0,12.0,
2019-11-29,,12.0,12.0,
2019-11-30,,,,
2019-12-01,,,,
2019-12-02,,12.0,12.0,
2019-12-03,706.0,12.0,12.0,
2019-12-04,706.0,12.0,,
2019-12-05,,12.0,12.0,
2019-12-06,,12.0,,
2019-12-07,,,,
2019-12-08,,,,
2019-12-09,,12.0,12.0,
2019-12-10,,12.0,12.0,
2019-12-11,,12.0,12.0,
2019-12-12,,12.0,12.0,
2019-12-13,,12.0,12.0,
2019-12-14,,,,
2019-12-15,,,,
2019-12-16,,12.0,12.0,
2019-12-17,,12.0,12.0,
2019-12-18,,12.0,,
2019-12-19,,12.0,,
2019-12-20,706.0,12.0,,
2019-12-21,,,,
2019-12-22,,,,
2019-12-23,,12.0,,
2019-12-24,,12.0,,
2019-12-25,,12.0,,
2019-12-26,,12.0,,
2019-12-27,,12.0,12.0,
2019-12-28,,,,
2019-12-29,,,,
2019-12-30,,12.0,,
2019-12-31,,,,
2020-01-01,,,,
2020-01-02,,,,
2020-01-03,,,,
2020-01-04,,,,
2020-01-05,,,,
2020-01-06,702.0,12.0,,
2020-01-07,,12.0,,
2020-01-08,702.0,12.0,,
2020-01-09,,12.0,,
2020-01-10,,12.0,,
2020-01-11,,,,
2020-01-12,,,,
2020-01-13,,,,
2020-01-14,,12.0,,
2020-01-15,702.0,12.0,,
2020-01-16,,12.0,,
2020-01-17,,12.0,,
2020-01-18,,,,
2020-01-19,,,,
2020-01-20,,12.0,,
2020-01-21,,12.0,,
2020-01-22,,12.0,,
2020-01-23,,12.0,,
2020-01-24,,12.0,,
2020-01-25,,,,
2020-01-26,,,,
2020-01-27,702.0,12.0,12.0,
2020-01-28,702.0,12.0,,
2020-01-29,,12.0,,
2020-01-30,702.0,12.0,,
2020-01-31,,12.0,,
2020-02-01,,,,
2020-02-02,,,,
2020-02-03,703.0,12.0,12.0,
2020-02-04,,12.0,,
2020-02-05,,12.0,,
2020-02-06,,12.0,,
2020-02-07,,12.0,,
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,,12.0,,
2020-02-11,,,,
2020-02-12,,12.0,,
2020-02-13,,12.0,,
2020-02-14,703.0,12.0,,
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,703.0,12.0,,
2020-02-18,703.0,12.0,,
2020-02-19,,12.0,,
2020-02-20,,12.0,,
2020-02-21,,12.0,,
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,703.0,12.0,,
2020-02-26,703.0,12.0,12.0,
2020-02-27,703.0,12.0,12.0,
2020-02-28,703.0,12.0,12.0,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,1002.0,12.0,,
2020-03-03,,12.0,,
2020-03-04,,12.0,,
2020-03-05,,12.0,,
2020-03-06,1002.0,12.0,12.0,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,1002.0,12.0,12.0,
2020-03-10,1002.0,12.0,12.0,
2020-03-11,,12.0,,
2020-03-12,1002.0,12.0,12.0,
2020-03-13,1002.0,12.0,12.0,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,12.0,15.0,
2020-03-17,1204.0,12.0,20.0,
2020-03-18,,12.0,20.0,
2020-03-19,2004.0,12.0,40.0,
2020-03-20,,,,
2020-03-21,,,,
2020-03-22,,,,
2020-03-23,2004.0,12.0,40.0,
2020-03-24,,12.0,,
2020-03-25,,12.0,,
2020-03-26,2004.0,12.0,,
2020-03-27,,12.0,40.0,
2020-03-28,,,,
2020-03-29,,,,
2020-03-30,2004.0,12.0,40.0,
2020-03-31,,12.0,40.0,
2020-04-01,1202.0,12.0,20.0,
2020-04-02,1202.0,12.0,20.0,
2020-04-03,,12.0,20.0,
2020-04-04,,,,
2020-04-05,,,,
2020-04-06,,12.0,,
2020-04-07,,12.0,,
2020-04-08,,12.0,20.0,
2020-04-09,1202.0,12.0,20.0,
2020-04-10,1202.0,12.0,20.0,
2020-04-11,,,,
2020-04-12,,,,
2020-04-13,,12.0,,
2020-04-14,,12.0,,
2020-04-15,1202.0,12.0,,
2020-04-16,1202.0,12.0,,
2020-04-17,,12.0,,
2020-04-18,,,,
2020-04-19,,,,
2020-04-20,,12.0,,
2020-04-21,1202.0,12.0,20.0,
2020-04-22,1202.0,12.0,20.0,
2020-04-23,,12.0,,
2020-04-24,1202.0,12.0,20.0,
2020-04-25,,,,
2020-04-26,,,,
2020-04-27,,12.0,,
2020-04-28,1202.0,12.0,20.0,
2020-04-29,,,,
2020-04-30,,12.0,,
2020-05-01,1205.0,12.0,,
2020-05-02,,,,
2020-05-03,,,,
2020-05-04,,,,
2020-05-05,,,,
2020-05-06,,,,
2020-05-07,,12.0,20.0,
2020-05-08,,12.0,,
2020-05-09,,,,
2020-05-10,,,,
2020-05-11,,12.0,,
2020-05-12,,12.0,15.0,
2020-05-13,1005.0,12.0,15.0,
2020-05-14,1005.0,12.0,15.0,
2020-05-15,1005.0,12.0,15.0,
2020-05-16,,,,
2020-05-17,,,,
2020-05-18,,12.0,,
2020-05-19,,12.0,,
2020-05-20,,12.0,,
2020-05-21,,12.0,,
2020-05-22,,12.0,,
2020-05-23,,,,
2020-05-24,,,,
2020-05-25,,12.0,,
2020-05-26,,12.0,,
2020-05-27,,12.0,,
2020-05-28,,12.0,15.0,
2020-05-29,,12.0,,
2020-05-30,,,,
2020-05-31,,,,
2020-06-01,,12.0,15.0,
2020-06-02,,12.0,,
2020-06-03,,12.0,,
2020-06-04,,12.0,,
2020-06-05,,12.0,,
2020-06-06,,,,
2020-06-07,,,,
2020-06-08,,12.0,,
2020-06-09,,12.0,,
2020-06-10,,12.0,15.0,
2020-06-11,1001.0,12.0,15.0,
2020-06-12,1001.0,12.0,15.0,0.0
2020-06-13,,,,
2020-06-14,,,,
2020-06-15,,12.0,,
2020-06-16,,12.0,,2.0
2020-06-17,,12.0,,0.0
2020-06-18,1001.0,12.0,15.0,0.0
2020-06-19,1001.0,12.0,15.0,
2020-06-20,,,,
2020-06-21,,,,
2020-06-22,,12.0,,0.0
2020-06-23,,12.0,,1.0
2020-06-24,,12.0,,
2020-06-25,1001.0,12.0,15.0,100.0
2020-06-26,,12.0,,0.0
2020-06-27,,,,
2020-06-28,,,,
2020-06-29,1001.0,12.0,15.0,0.0
2020-06-30,,12.0,,0.0
2020-07-01,,12.0,,0.0
2020-07-02,,12.0,,0.0
2020-07-03,,12.0,15.0,
2020-07-04,,,,
2020-07-05,,,,
2020-07-06,,12.0,,
2020-07-07,,12.0,15.0,0.0
2020-07-08,,12.0,,
2020-07-09,1002.0,12.0,,0.0
2020-07-10,1002.0,12.0,15.0,1.0
2020-07-11,,,,
2020-07-12,,,,
2020-07-13,,12.0,,3.0
2020-07-14,,12.0,,1.0
2020-07-15,,12.0,,33.0
2020-07-16,,12.0,,
2020-07-17,,12.0,,
2020-07-18,,,,
2020-07-19,,,,
2020-07-20,1002.0,12.0,15.0,0.0
2020-07-21,,12.0,,
2020-07-22,,12.0,,
2020-07-23,,,,
2020-07-24,,,,
2020-07-25,,,,
2020-07-26,,,,
2020-07-27,1002.0,12.0,15.0,0.0
2020-07-28,,12.0,,
2020-07-29,1002.0,12.0,,
2020-07-30,,12.0,15.0,
2020-07-31,1002.0,12.0,15.0,5.0
2020-08-01,,,,
2020-08-02,,,,
2020-08-03,,12.0,,
2020-08-04,,12.0,,
2020-08-05,1003.0,12.0,,
2020-08-06,,12.0,,1.0
2020-08-07,,12.0,,1.0
2020-08-08,,,,
2020-08-09,,,,
2020-08-10,,,,
2020-08-11,,12.0,,
2020-08-12,,12.0,,
2020-08-13,,12.0,,1.0
2020-08-14,,12.0,,
2020-08-15,,,,
2020-08-16,,,,
2020-08-17,,12.0,,0.0
2020-08-18,803.0,12.0,,
2020-08-19,,12.0,12.0,
2020-08-20,,12.0,,
2020-08-21,,12.0,,2.0
2020-08-22,,,,
2020-08-23,,,,
2020-08-24,,12.0,12.0,0.0
2020-08-25,,12.0,,3.0
2020-08-26,,12.0,,
2020-08-27,,12.0,,8.0
2020-08-28,,12.0,,
2020-08-29,,,,
2020-08-30,,,,
2020-08-31,,12.0,,67.0
2020-09-01,,12.0,12.0,77.0
2020-09-02,,12.0,,
2020-09-03,,12.0,,76.0
2020-09-04,801.0,12.0,12.0,
2020-09-05,,,,
2020-09-06,,,,
2020-09-07,,12.0,12.0,
2020-09-08,,12.0,,67.0
2020-09-09,801.0,12.0,,65.0
2020-09-10,,12.0,,
2020-09-11,,12.0,,0.0
2020-09-12,,,,
2020-09-13,,,,
2020-09-14,,12.0,,
2020-09-15,801.0,12.0,,
2020-09-16,,12.0,,
2020-09-17,801.0,12.0,,
2020-09-18,,12.0,,4.0
2020-09-19,,,,
2020-09-20,,,,
2020-09-21,,,,
2020-09-22,,,,
2020-09-23,801.0,12.0,,
2020-09-24,801.0,12.0,,
2020-09-25,,12.0,,
2020-09-26,,,,
2020-09-27,,,,
2020-09-28,,12.0,,
2020-09-29,801.0,12.0,,
2020-09-30,,12.0,,
2020-10-01,,12.0,,207.0
2020-10-02,,12.0,,
2020-10-03,,,,
2020-10-04,,,,
2020-10-05,,12.0,,
2020-10-06,,12.0,,800.0
2020-10-07,,12.0,,
2020-10-08,,12.0,,267.0
2020-10-09,,12.0,,
2020-10-10,,,,
2020-10-11,,,,
2020-10-12,,12.0,,132.0
2020-10-13,,12.0,,3.0
2020-10-14,701.0,12.0,12.0,
2020-10-15,,12.0,,198.0
2020-10-16,701.0,12.0,,427.0
2020-10-17,,,,
2020-10-18,,,,
2020-10-19,,12.0,12.0,
2020-10-20,,12.0,,132.0
2020-10-21,,12.0,,
2020-10-22,701.0,12.0,,
2020-10-23,,12.0,,2.0
2020-10-24,,,,
2020-10-25,,,,
2020-10-26,,12.0,12.0,
2020-10-27,,12.0,,
2020-10-28,701.0,12.0,12.0,9.0
2020-10-29,701.0,12.0,12.0,
2020-10-30,701.0,12.0,12.0,0.0
2020-10-31,,,,
2020-11-01,,,,
2020-11-02,,12.0,,79.0
2020-11-03,,,,
2020-11-04,,12.0,,3.0
2020-11-05,,12.0,,76.0
2020-11-06,,12.0,12.0,100.0
2020-11-07,,,,
2020-11-08,,,,
2020-11-09,,12.0,,14.0
2020-11-10,,12.0,,202.0
2020-11-11,,12.0,,
2020-11-12,,12.0,12.0,
2020-11-13,701.0,12.0,12.0,0.0
2020-11-14,,,,
2020-11-15,,,,
2020-11-16,,12.0,,
2020-11-17,,12.0,,
2020-11-18,701.0,12.0,12.0,
2020-11-19,,12.0,12.0,
2020-11-20,,12.0,12.0,100.0
2020-11-21,,,,
2020-11-22,,,,
2020-11-23,,,,
2020-11-24,,12.0,,
2020-11-25,,12.0,,153.0
2020-11-26,,12.0,,7.0
2020-11-27,,12.0,12.0,7.0
2020-11-28,,,,
2020-11-29,,,,
2020-11-30,,12.0,12.0,8.0
2020-12-01,,12.0,,8.0
2020-12-02,,12.0,12.0,1.0
2020-12-03,,12.0,,27.0
2020-12-04,,12.0,,
2020-12-05,,,,
2020-12-06,,,,
2020-12-07,,12.0,,1.0
2020-12-08,,12.0,,1.0
2020-12-09,,12.0,,6.0
2020-12-10,,12.0,,28.0
2020-12-11,,12.0,,11.0
2020-12-12,,,,
2020-12-13,,,,
2020-12-14,,12.0,,0.0
2020-12-15,,12.0,,
2020-12-16,,12.0,,
2020-12-17,,12.0,,8.0
2020-12-18,,12.0,,
2020-12-19,,,,
2020-12-20,,,,
2020-12-21,701.0,12.0,,
2020-12-22,701.0,12.0,,5.0
2020-12-23,,12.0,,
2020-12-24,,12.0,,8.0
2020-12-25,,12.0,,
2020-12-26,,,,
2020-12-27,,,,
2020-12-28,,12.0,,
2020-12-29,,12.0,12.0,
2020-12-30,701.0,12.0,,300.0
2020-12-31,,,,
2022-01-01,,,,
2022-01-02,,,,
2022-01-03,,,,
2022-01-04,,,,
2022-01-05,,,,
2022-01-06,,,,1.0
2022-01-07,,,,
2022-01-08,,,,
2022-01-09,,,,
2022-01-10,,,,
2022-01-11,,,,
2022-01-12,,,,
2022-01-13,,,,
2022-01-14,701.0,,,
2022-01-15,,,,
2022-01-16,,,,
2022-01-17,,,,
2022-01-18,,,,
2022-01-19,,,,
2022-01-20,,,,
2022-01-21,,,,
2022-01-22,,,,
2022-01-23,,,,
2022-01-24,,,,
2022-01-25,701.0,,,0.0
2022-01-26,,,,
2022-01-27,,,,33.0
2022-01-28,,,,9.0
2022-01-29,,,,
2022-01-30,,,,
2022-01-31,,,,
2022-02-01,,,,
2022-02-02,,,,
2022-02-03,,,,
2022-02-04,,,,4.0
2022-02-05,,,,
2022-02-06,,,,
2022-02-07,,,,
2022-02-08,,,,
2022-02-09,,,,
2022-02-10,,,,
2022-02-11,,,,
2022-02-12,,,,
2022-02-13,,,,
2022-02-14,701.0,,12.0,
2022-02-15,,,,
2022-02-16,,,,
2022-02-17,,,,
2022-02-18,,,,
2022-02-19,,,,
2022-02-20,,,,
2022-02-21,,,,
2022-02-22,,,12.0,
2022-02-23,,,,
2022-02-24,,,,
2022-02-25,,,,39.0
2022-02-26,,,,
2022-02-27,,,,
2022-02-28,,,,
2022-03-01,,,,
2022-03-02,,,,
2022-03-03,,,,
2022-03-04,,,,
2022-03-05,,,,
2022-03-06,,,,
2022-03-07,701.0,,,17.0
2022-03-08,,,,2.0
2022-03-09,,,,5.0
2022-03-10,,,,2.0
